Link,Price,Date,Text,Location,Area,Rooms,Located Floor,Number of Floors,Repair,Document
https://emlak.az/1172252-satilir-4-otaqli-135-m2-yeni-tikili-kohne-gunesli.html,['175 000'],10.12.2024,"['SATILIR!!!!Xətai r-u, Köhnə günəşliYeni tikili binaSahə 135 kvSənəd kupçaGeniş həyətiTəcili olduğu üçün dəyərindən ucuz satılırƏtraflı məlumat üçün əlaqə saxlayınOFİS XİDMƏT HAQQI 1%']",['Ünvan: Köhnə Günəşli'],135 m2,4,2,16,Təmirsiz,Çıxarış (Kupça)
https://emlak.az/1172437-satilir-2-otaqli-1065-m2-yeni-tikili-sabuncu-r.html,['362 000'],10.12.2024,"['***Sea Breeze Palazzo Del Mare***Qismən Dəniz Görüntülü Təcili olaraq satılır!!!Mərtəbə 2/7Sahə 106.5m²Otaq 2Terras varNikki Beach Tam Yanı.__________________________________— Çimərlik klubuna sərbəst giriş (çimərlik, hovuzlar)— Restoran və barlarda endirimlər— Konsert və festivallarda endirimlər— Anti-Aging mərkəzində endirimlər— İdman kompleksi (açıq və qapalı hovuzlar, fitnes zallar, saunalar)— İdman meydançaları (tennis,futbol,basketbol)']",['Ünvan: Sea Breeze'],106.5 m2,2,2,7,Təmirsiz,Müqavilə
https://emlak.az/1173049-satilir-2-otaqli-80-m2-yeni-tikili-xetai-r.html,['195 000'],10.12.2024,"['SATILIR!!!Xetai rayon 8 noyabr pr.Nargile dairesinin yaninda yerlesen SKYLAND BAKU Residence aid 21 mertebeli binanin 11 ci mertebesinde yerlesen gozel deniz menzereli yeni temirden cixmis super dizayn olunmus 2 otaqli menzil satilir.Binanin etrafinda market, mekteb ve baxcalar var.Binada boyuk ibman kompleksi fealiyhet gosterir.Binanin 3 lifti var 2 si birbasa qaraja dusur.Bina 24 saat muhafize ve kameralarla techiz olunmusdur.Menzil tam esyalida satila biler.OFİS XİDMƏT HAQQI 1%']",['Ünvan: 8 Noyabr prs.'],80 m2,2,11,21,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181408-satilir-3-otaqli-160-m2-yeni-tikili-ag-seher.html,['550 000'],10.12.2024,"['DENIZE PANORAMA!Xetai rayonu, Ag seher qesebesi 20 mertebeli yeni tikilinin 16-ci mertebesinde qanuni 3 otaqli podmayak menzil satilir.Menzilin ideal planirovkasi var.Sirket haqqi alici terefinden 1% teskil edir.']",['Ünvan: Merkezi Bulvar kucesi'],160 m2,3,16,20,Təmirsiz,Müqavilə
https://emlak.az/1181407-satilir-2-otaqli-65-m2-yeni-tikili-neftciler-m.html,['150 000'],10.12.2024,"['ŞƏHƏRƏ PANARAMA !!!Neftçilər m\\sta 5 dəqiqəlik məsafədə, 1 otaq 2ə ideal düzəlmə, yeni tikili mənzil satılır. Yelçəkən deyil. Otaqlar geniş və işıqlıdır. Təmirdə yüksək keyfiyyətli materiallardan istifadə olunub. Binanın 2 sürətli lifti, 3 mərtəbəli qarajı, geniş həyəti var. Yaxınlığında isə bağça, supermarketlər, məktəb və digər müxtəlif iaşə obyektləri var.Ofis xidmət haqqı 1%']",['Ünvan: Məmmədəli Şərifli küçəsi'],65 m2,2,11,14,Əla təmirli,Müqavilə
https://emlak.az/1181404-satilir-3-otaqli-12869-m2-yeni-tikili-nesimi-r.html,['278 000'],10.12.2024,"['Olympus Park, Nesimi Bazarin Yaxinliginda, Yeni tikilide, 20/20 128.69 kv 3 otaqli temirsiz menzil satilir.']",['Ünvan: Miresedulla Mirqasimov kucesi'],128.69 m2,3,20,20,Təmirsiz,Müqavilə
https://emlak.az/1169152-satilir-3-otaqli-130-m2-yeni-tikili-elmler-akademiyasi-m.html,['340 000'],10.12.2024,"['SATILIR!!!Yasamal rayonu, H.Cavid prospekti, ELMLƏR-AKADEMİYASI metrosuna 5 dəqiqəlik piyada məsafədəElit və yaşayışlı complex(Mothercare), KUPÇALI YENİ TİKİLİDƏQanuni 3 otaqlı təmirli mənzil satılır.Ümumi sahəsi 130 kv/mGeniş, işıqlı otaqlar, döşəmə parket, mətbəxi- quraşdırılmış mətbəx mebeli, sanitar qovşağı, vanna otağı aksesuarlarıyla,wifi-internet, istilik sistemi kombi, daimi qazı, işığı, suyu, sürətli liftləri, yeraltı qaraj, 24 saat mühafizə.Tam infrastrukturlu ərazi.Yaxınlıqda yerləşən məktəblər:Akademik Zərifə Əliyeva adına lisey, Avropa Azərbaycan Məktəbi (İbtidai Korpus - Elmlər), “Gənc istedadlar” liseyOFİS XİDMƏT HAQQI 1%']",['Ünvan: H.Cavid pr.'],130 m2,3,14,18,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1174557-satilir-4-otaqli-131-m2-yeni-tikili-xetai-r.html,['320 000'],10.12.2024,"['SATILIR!!!Xətai r-nu, Nargilə dairəsinə yaxınPrezident Administrasiyasının işçiləri üçün tikilmiş binaSahə 131 kvSənəd kupçaTəmirli və əşyalı3 otaqdan 4 otağa düzəlməSakit və 24/7 mühafizə olunan səliqəli həyətiŞəhərə 7-10 dq-lik məsafəƏtraflı məlumat üçün əlaqə saxlayınOFİS XİDMƏT HAQQI 1%']",['Ünvan: R.Quliyev'],131 m2,4,3,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1167981-satilir-2-otaqli-40-m2-yeni-tikili-emircan.html,['76 500'],10.12.2024,"['Suraxanı Rayonunun Əmircan qəsəbəsində Azersun arenanin, bazarin yanında 12 mərtəbənin 7 ci mərtəbəsində 2 otaqlı mənzil satılır. Binanin etrafinda butun infrastrukturlar mövcuddur, mənzil keyfiyetli matreallarla temir olunub. Ofis xidmət haqqı 1%.']",['Ünvan: Cabir Əliyev küç'],40 m2,2,7,12,Əla təmirli,Müqavilə
https://emlak.az/1181400-satilir-2-otaqli-65-m2-yeni-tikili-koroglu-m.html,['135 000'],10.12.2024,"['İPOTEKAYAY YARARLIDI!Bakıxanov Qəsəbəsi 18/5 də qanuni 2 otaq yeni təmirdən cıxmış təmirdən sonra yaşayış olmayıb görünən bütün əşyalarla birgə satılır, ərazi olaraq idial yerdə yerləşir nəqliyyat vasitəsinin fasiləsiz işləməsi daimidi,mənzilin ətrafında lazım olan bütün iaşə obyektlər mövcuddu,sənətdər qaydasındadı,Qaz Su İşıq sürətli lift kamera müşahidəsi daimidi,KUPCA+İPOTEKAYAY YARARLIDI!Alıcı tərəfindən ofis haqqı 1%']",['Ünvan: Yavər Əliyev küçəsi'],65 m2,2,5,18,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1169370-satilir-4-otaqli-132-m2-yeni-tikili-insaatcilar-m.html,['425 000'],10.12.2024,"['SATILIR!!!İnşaatçılar m/s üstüTam təmirli və əşyalıTam yelçəkənHər 2 tərəfə balkonu varİstilik sistemi həm kombi həm də dövləət mərkəzi  istilikYeraltı dayanacaq varYaxınlıqda məktəb, baxça və s. varİPOTEKAYA YARARLISənəd KUPÇAƏtraflı məlumat üçün əlaqə saxlayınOFİS XİDMƏT HAQQI 1%']",['Ünvan: Şərifzadə'],132 m2,4,12,15,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181398-satilir-3-otaqli-146-m2-yeni-tikili-genclik-m.html,['270 000'],10.12.2024,"['Nərimanov rayonunda Bakı Saglamlıq Mərkəzinin yanı,Gənclik metrosuna yaxınlıgında ideal llayihə quruluşuna malik çox əlverişli yerdə yerləşən,yüksək keyfiyyətli yaşayış kompleksində yeni tikili binanın 8 ci mərtəbəsində ümumi sahəsi 146 kv olan 3 otaqlı təmirsiz(podmayak) mənzil satılır.Binada yaşayış var.Binanın geniş həyəti və yeraltı qarajı var.Sənədi müqavilədir. Binada qaz su işıq daimidir.Ətraflı məlumat üçün əlaqə saxlaya bilərsiz .']",['Ünvan: M.Sənani küçəsi'],146 m2,3,8,16,Təmirsiz,Müqavilə
https://emlak.az/1177129-satilir-2-otaqli-60-m2-yeni-tikili-ygunesli.html,['113 000'],10.12.2024,"['Bakı şəhəri, Yeni Günəşli, Fatimeyi Zəhra məscidinin düz arxasında yerləşən Ayla MTK-da, Çıxarşlı, Qazlı binanın 17-ci mərtəbəsində (1 mərtəbə yuxarıda texniki mərtəbə(mansart) var), 56 kvadrat studio mətbəxlə 2 otaqlı, dəniz panaromalı mənzil satılır. Qanuni mərtəbədir. Lift mərtəbəyə qalxır. 2 böyük lifti var. Mənzil göründüyü kimi yüksək zövqlə təmir olunmuşdur. Bütün ev istipol döşəmədir. Qazı, suyu, işıqı və interneti daimidir. Yataq otağında qardirob kimi istifadə etmək üçün əlava kladovka möcvutdur. Otaqlar çox geniş və işıqlıdır.  Mənzildən yuxarıda yaşayışın olmaması əlavə sakitlik və hüzur verir. Ümumiyyətlə yeni tikili binalarda ən yuxarı mərtəbələri ən təhlükəsiz mərtəbə sayılır. Mənzil infrastruktur cəhətdən Günəşlinin tam mərkəzində, Tatlı un məmulatlarının yanında yerləşir. Ətrafında məktəblər bağcalar mövcutdur. 24 saat mühafizəsi və həyətində geniş parkinqi var. Blokları təmirlidir. Kupçası var. Həm yaşayış üçün həmdə İnvestisiya üçün əla seçimdir. Real alıcıya qiymətdə endirim olacaq. OFİS XİDMƏT HAQQI 1%']",['Ünvan: Mərkəzi küç'],60 m2,2,17,18,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1168823-satilir-3-otaqli-78-m2-yeni-tikili-ygunesli.html,['86 000'],10.12.2024,['Yeni gunesli ab massiv kerpic zavod yeni tikili 4 mertebeli binanin 3 cu mertebesi 3 otaqa duzeldilmis 78 kv yarimtemirli menzil qaz su isiq daimidir genis bloklu seliqeli binadir. Sened muqaviledir sirket terefinden baglanilir. Ofis xidmət haqqı 1 %.'],['Ünvan: Abbas Fətullayev küç'],78 m2,3,3,4,Təmirsiz,Müqavilə
https://emlak.az/1181397-satilir-3-otaqli-70-m2-yeni-tikili-8-noyabr-m.html,['167 000'],10.12.2024,['TƏCİLİ SATILIR. Mənzil Tiblisi pr Yaşıl Ada uşaq baxçasının yanında yeni tikilmiş binada yerləşir. 14cü mərtəbədə yerləşən mənzil 3 otaqlı və 70kvm-dir. 8 Noyabr metrosunun yaxınlığındadır və əlverişlı ərazidə yerləşir. Məönzil əşyalar ilə birlikdə satılır. Tam məlumat ücün zəng edin. Whatsapp da aktivdi.Ofis xidmət haqqı 1 %'],['Ünvan: Enver Huseynov'],70 m2,3,14,19,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181396-satilir-2-otaqli-55-m2-yeni-tikili-dernegul-m.html,['165 000'],10.12.2024,['IPOTEKAYA YARARLI!Yuxa restoraninin yaxinligi 17 mertebeli yeni tikilinin 9cu mertebesinde 2otaqli umumi sahesi 55kvm olan menzil esyali satilir.Sirket haqqi alici terefinden 1% teskil edir.'],['Ünvan: Ecemi Naxcivani'],55 m2,2,9,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181393-satilir-3-otaqli-137-m2-yeni-tikili-nesimi-r.html,['400 000'],10.12.2024,['Premium Rur Residence-də Əla Təmirli Mənzil TAM ƏŞYALI Satılır !Mərtəbə 5/12Sahə 137 m²Otaq sayı 3 QanuniS/Q 2 ƏdədCamaşırxana 1 ədədEyvan 3 ədədLayihə YelçəkənSənəd Müqavilə (Çıxarış var)QYED: Mənzil Tam Əşyalı Satılır.__________________________________Address: Nəsimi ray Həsən Əliyev küç.'],['Ünvan: Həsən Əliyev küç'],137 m2,3,5,12,Əla təmirli,Müqavilə
https://emlak.az/1181389-satilir-4-otaqli-115-m2-yeni-tikili-ehmedli-m.html,['230 000'],10.12.2024,"['SUPER TƏKLİF !!!ÇOX TƏCİLİ KUPÇALI SATILIR !!!İPOTEKAYA YARARLI!HƏZİ ASLANOV metrosuna yaxın məsafədə yerləşən, 4 otaqdan 3 otaqlıya düzəlmə əşyalı mənzil təcili satılır.Bina infrastruktur cəhətdən çox əlverişli ərazidə yerləşir. Yaxınlığında məktəb, uşaq bağçası, parklar, klinikalar, idman zalları, marketlər və ictimai nəqliyyat dayanacaqları, kafe restoranlar, əyləncə mərkəzləri və digər ictimai iaşə obyektləri yerləşir. Binada işıq, qaz, su daimidir. Mənzildə mərkəzi istilik sistemidir.Bina 7/24 kamera nəzarətindədir.REAL ALICIYA ENDİRİM OLACAQ.']",['Ünvan: General Şıxlinski keçəsi'],115 m2,4,8,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181387-satilir-3-otaqli-140-m2-yeni-tikili-neriman-nerimanov-m.html,['285 000'],10.12.2024,"['NƏRİMANOV METROSUNA PİYADA 10 DƏQİQƏ MƏSAFƏDƏ!şəhərin ən prestijli yerində!Sənəd-kupçadırQANUNİ 3 otaqdır.Sahəsinə və infrastrukturuna görə qiymət münasibdir.İstəkdən asılı olaraq həm əşyalı,həm əşyasız satıla bilər.Əşyasız təxmini qiymət 265000 manatdır.Təmir yenidir.2 açıq balkon mövcuddur.Mənzil Yelçəkəndir.Ətraflı məlumat üçün buyurub əlaqə saxlaya bilərsiz']",['Ünvan: Əliyar Əliyev küçəsi'],140 m2,3,2,19,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181381-satilir-3-otaqli-92-m2-yeni-tikili-nesimi-m.html,['195 000'],10.12.2024,"['NƏSİMİ METROSUNUN YAXINLIĞINDA MƏNZİL.İPOTEKAYA YARARLI.Nəsimi metrosunun yaxınlığında, Zərifə Əliyeva parkının yanında 19 mərtəbəli yeni tikilinin 18-ci mərtəbəsində, 2 otaqdan 3 otağa düzəlmiş ümum sahəsi 92 kvm olan mənzil satılır.Binanın liftiylə birbaşa marketə çıxış mümkündür.Qaz,su,işıq daimidir.Şirkət haqqı alıcı tərəfindən 1%']",['Ünvan: Mİr Cəlal'],92 m2,3,18,19,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181380-satilir-3-otaqli-137-m2-yeni-tikili-neriman-nerimanov-m.html,['460 000'],10.12.2024,"['NƏRİMANOV metrosu, METRO PARK yaxınlığında, yerləşən yeni binada ,3 otaqli əla təmirli mənzil satilir . 16/9- ci mərtəbəsindədir. Ümumi sahəsi 137 kv.m yelcəkən , Geniş mühafizəli həyət, yeraltı qaraj, inkişaf etmiş infrastruktura var. 2 səssiz sürətli lift. Yaxşı inkişaf etmiş infrastruktura – yaxınlıqda supermarket, orta məktəb, avtobus dayanacağı və s.']",['Ünvan: Aqa Nemətulla küc'],137 m2,3,9,16,Əla təmirli,Müqavilə
https://emlak.az/1181384-satilir-2-otaqli-40-m2-yeni-tikili-xirdalan.html,['53 000'],10.12.2024,['KUPÇALIXırdalan şəhəri yeni tikili binada 4 mərtəbəli binanın 1 ci mərtəbəsində yerden çox hündürdü2 otaq 40 kv (sənəddə isə 35 kv)Sənəd KupçaQiymət 53000 AZNMənzilin Kodu 002210'],['Ünvan: Xırdalan şəhəri'],40 m2,2,1,4,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181379-satilir-2-otaqli-56-m2-yeni-tikili-bineqedi-r.html,['163 000'],10.12.2024,['ŞƏHƏRƏ MÖHTƏŞƏM MƏNZƏRƏ!!!TƏCİLİ SATILIR!!! 8ci mkrorayonda yerləşir.Əşyalı satilir. Super təmirli evdir. Mərkəzdə yerləşir və kupcasi var. İpotekaya yararlıdır.Döşəmə isti parketdi.'],['Ünvan: Nizami Nərimanov'],56 m2,2,9,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181375-satilir-4-otaqli-231-m2-yeni-tikili-ag-seher.html,['669 000'],10.12.2024,"['Ag Seherde COOX TECILI!!! MENZIL SATILIR- 4 otaq menzil, ümumi sahəsi 231 m² olan təmirsiz (pod mayak) mənzil satılır.-Bina Ag Seherde Qarabag Atlari Meydanin yaxinliginda,Yeni tikilmekte olan mektebin yaxinliginda yerlesir.-Proyekt-Fransiz- Ümumi mərtəbə sayı: 7- Mənzilin yerləşdiyi mərtəbə: 6-Yelceken Menzildir- 2 mertebe yeraltı qaraj.- 7/24 bina mühafizə olunur.- Yanğın təhlükəsizliyi sistemi- Yüksək keyfiyyətli qapı və pəncərələr- Hər blokda 1 ədəd müasir və səssiz liftlər.- İnfrastruktur cəhətdən çox əlverişli yerdədir.Bina geniş infrastruktura malikdir hem şehere çıxış imkanları cehetden hemdeki iaşə obyektlərinə və digər yaşayış üçün zəruri olan tələbləri ödəyir. Əlavə məlumat üçün əlaqə saxlaya bilərsiz.Alici tereften xidmet haqqi 1%Qiymet:669000 AZN']",['Ünvan: 3 CU PARK KUCESI'],231 m2,4,6,7,Təmirsiz,Müqavilə
https://emlak.az/1181373-satilir-2-otaqli-76-m2-yeni-tikili-ehmedli.html,['165 000'],10.12.2024,"['*TƏCİLİ SATILIR**KUPÇA ÇIXARIŞ (SƏNƏD)**İPOTEKAYA YARARLI*Xətai rayon M.Hadi küçəsi Əhmədli metrosuna 5 dəq mesafede yerlesen SAİK MTK, 19 mertebeli binanin, 5-ci mertebesinde əla təmirli 2 otaq menzil satlir. Evin hər cür şeraiti var.Cixaris (kupca) Esyali satilir. Tam təmirli boyuk qonaq otagi yataq otagi hamam ayri sanuzel ayri ve her ikisinde isti pol var. Esyali 165000 esyasiz ise 155000 real aliciyla evə baxildiqda endirib olunacaqƏtraflı məlumat üçün zəng vura bilərsiniz.*OFİS XİDMƏT HAQQI 1%*']",['Ünvan: Məhəmməd Hadi küçəsi'],76 m2,2,5,19,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181369-satilir-3-otaqli-90-m2-yeni-tikili-qara-qarayev-m.html,['160 000'],10.12.2024,"['Nizami.Rayonu Qara.Qarayev m\\s cıxışı,17/17-də 3 otaqlı yeni təmirli və qısmən əşyalı mənzil satılır MANSARD deyil əraz olaran ən əlverişlı yerdə yerləşir yaxınlıqında lazım olan bütün iaşə obyektlər mövcuddu, mənzilin təmirində yüksək keyfiyyətli materialardan isdifadə olunub mənzil binadaki digər mənzilər olan hündürüydə və eyni proyekdi sənətdər qaydasındadı,Qaz Su İşıq sürətli lift kamera müşahidəsi daimidi,KUPCA+İPOTEKAYA YARARLIDI!Alıcı tərəfindən ofis haqqı 1%']",['Ünvan: Özbəkistan küçəsi'],90 m2,3,17,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181361-satilir-4-otaqli-90-m2-yeni-tikili-hovsan.html,['117 000'],10.12.2024,"['Hövsan MİDA 1-də 4 otaqlı mənzilLahiyə: - Yeni TikiliMərtəbə: - 4/7Sahəsi: - 90 kv.m.(faktiki)Sahəsi: - 90 kv.m.(çıxarışda)Otaq sayı: - 4Evin cəhəti (istiqaməti) – \tKünc\t GÜN ÇIXANSənəd:-\t Çıxarış (kupça)Kommunal:-\tQaz, su, elektrik daimidir. Telefon, KabelTV, İnternet var.Hamam-tualet: -  \tAyrı-ayrıİstilik sistemi: -  \tKombiÜnvan: -\tBakı Şəhəri, Suraxanı rayonu, Hövsan, Mida 1Yaxınlıqda: - Məktəb, Baxça, Bazarstore,Qalacaq əşya: - \tMətbəx mebeliQEYD: - Bütün sənədlər qaydasındadır.REAL ALICIYA ENDİRİM OLACAQ!Siz çağrı atın, biz sizə zəng edəcik.Ofis haqqı 1%']","['Ünvan: Bakı Şəhəri, Suraxanı rayonu, Hövsan, Mida 1']",90 m2,4,4,7,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1181359-satilir-3-otaqli-65-m2-yeni-tikili-memar-ecemi-m.html,['165 000'],10.12.2024,"['TƏCİLİ OLARAQ SATILIR!!Binəqədi rayonu Mircəlal küçəsində yeni tikili 18 mərtəbəli binanın 3 cü mərtəbəsində 3 otaqlı yaxşı təmirli, əşyalı, az yaşanılmış mənzil təklif edirik. Bina ərzai və infrastrukt baxımından əlverişli ərazidə yerləşir. Ətrafında məktəb, bağça, marketlər şəbəkəsi , restoran, park və yeni klinikalar və müxtəlif növ iaşə obyektləri və şəhərin bütün istiqamətlərinə hərəkət edən marşurut xətti mövcuddur. Əcəmi metrosuna yaxın ərazidə yerləşir.Ətraflı məlumat üçün əlaqə saxlaya bilərsiniz.REAL ALICIYA ENDİRİM OLACAQ!!!!ŞİRKƏTİN XİDMƏT HAQQI ALICI TƏRƏFİNDƏN 1%-DİR!! Real']",['Ünvan: Mircəlal küçəsi'],65 m2,3,3,18,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1181358-satilir-2-otaqli-90-m2-yeni-tikili-hezi-aslanov-m.html,['180 000'],10.12.2024,[''],['Ünvan: İlqar Zülfüqarov küçəsi'],90 m2,2,8,16,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1181356-satilir-4-otaqli-130-m2-yeni-tikili-elmler-akademiyasi-m.html,['380 000'],10.12.2024,"['TƏCİLİ !KUPÇALIİPOTEKAYA YARARLIElmlər Akademiyası metrosuna piyada 5 dəqiqə məsafədə, Favorit marketin üstündə yerləşən yeni tikili binada 4 otaqlı əla təmirli mənzil satılır. Mənzildə hər bir şərait var. 2 ədəd sanuzeli mövcuddur. Qaz, işıq, su daimidir. İnfrastruktur cəhətdən ideal yerdə yerləşir. Ətrafında istənilən növ iaşə obyektləri fəaliyyət göstərir.OFİS HAQQI 1%']",['Ünvan: Zahid Xəlilov küçəsi'],130 m2,4,6,15,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181350-satilir-2-otaqli-106-m2-yeni-tikili-qara-qarayev-m.html,['293 000'],10.12.2024,"['ƏLA TƏKLİF !!İPOTEKAYA YARARLI !!!METRONUN YANINDAQara Qarayev m\\st 2 dəqiqəlik məsafədə, yeni tikili binada 2 otaqlı, təmirli mənzil satılır. Əşyalı vəziyyətdə satılır. Hər otağına pəncərə düşür. Mənzilin işıqlı və geniş otaqları var.Bİnanın parkingi, kamera və mühafizə sistemləri var.Yerləşmə yerinə görə çox-çox əlverişli ərazidədir. Metro ilə məsafəsi 2 dəqiqə və bütün müxtəlif iaşə obyektlərinə yaxındır.Real alıcıya qiymətdə endrim ediləcək.Ofis xidmət haqqı 1%']",['Ünvan: Əlif Hacıyev küçəsi'],106 m2,2,5,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181351-satilir-2-otaqli-80-m2-yeni-tikili-ehmedli.html,['155 000'],10.12.2024,['KUPÇA + İPOTEKAYA YARARLISatilir. Cixaris (kupca) Eşyalı satılır. SAİK emtakada 5/19 yerlesir tam temirli boyuk qonaq otağı yataq otağı hamam ayrı sanuzel ayrı və hər ikisində isti pol var. Əşyalı 165000 eşyasız ise 155000REAL ALICIYA ENDİRİM OLUNACAQ.Alıcı tərəfdən şirkət xidmət haqqı 1 %.'],['Ünvan: Məzahir Rüstəmov küç'],80 m2,2,5,19,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181348-satilir-3-otaqli-110-m2-yeni-tikili-yeni-yasamal.html,['245 000'],10.12.2024,"['Bina yerləşir ""Bazar store""un üstündə, Şərur 2 yaşayış kompleksində. Binanın ətarafında həyat üçün lazım olan bütün komunikasiya-lar mövcuddur. Binanın yeraltı qarajı, uşaqların oynaması üçün meydança, baxça, dükanlar və s.Mənzil gözəl, ""Full"" təmirli, işıqlı, yelçəkən, qanuni 3 otaqlı, 2 balkonu, 2 sanitar qovşağı, böyük dəhlizi və geniş mətbəxi. Çıxarışda 90kvm, realda 110 kvm-dir.OFİS HAQQI-1%']",['Ünvan: Əsəd Əhmədov küçəsi'],110 m2,3,17,20,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181346-satilir-1-otaqli-52-m2-yeni-tikili-ehmedli.html,['150 000'],10.12.2024,"['Hörmetli musterilerimiz!!! Xətai rayonu, Əhmədli qəsəbəsi,Gəncə prospektində Panorama Park yaşayış kompleksində ,ümumi sahəsi 52 kvm olan,20 mərtəbəli binanın 12-ci mərtəbəsində yerləşən gözəl panoramalı mənzil satılır.Mənzilin sənədi Kupçadır.Ev 1 otaqdan 2 otağa deyişilib.Binada qaz,su,işıq daimidir.İstilik sistemi kombidir.İpotekaya yararlıdır.Yaxınlıqda bütün iaşə obyektləri mövcuddur.Çox elverisli seraitde yerlesir. Etrafli melumat ucun elaqe yarada bilersiz !!!']",['Ünvan: Gəncə prospekti'],52 m2,1,12,20,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181345-satilir-4-otaqli-160-m2-yeni-tikili-nesimi-r.html,['340 000'],10.12.2024,"['Təmirli , Qanuni 4 Otaglı , Kupçalı , İpotekaya Yararlı Mənzil  TƏCİLİ Satılır !Ünvan : Nəsimi rayonu , Səməd Vurgun küç , Olimpik Star , Niaqara restorani , Tibb Universiteti yaxinligi.Mərtəbə : 2 / 12Sahə : 160 kvOtag : 4Sənəd : Çıxarış ( Kupça )']",['Ünvan: Səməd Vurgun küç'],160 m2,4,2,12,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1175997-satilir-3-otaqli-160-m2-yeni-tikili-nesimi-r.html,['450 000'],10.12.2024,"['SATILIR!!!Nəsimi r-u, KOALA PARKI, DƏDƏ QORQUD PARKI yanıSahəsi 160 kv (kupçada 150)Sənəd KUPÇAPremium təmir və əşyalıYüksək standar yaşam tərzi. elit qonşular24/7 mühafizə olunan həyətYeraltı qarajŞəhər mərkəzi, ideal infastruktura malikƏtraflı məlumat üçün əlaqə saxlayınOFİS XİDMƏT HAQQI 1%']",['Ünvan: Azadlıq prospekti'],160 m2,3,8,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1181341-satilir-3-otaqli-120-m2-yeni-tikili-sah-ismayil-xetai-m.html,['290 000'],10.12.2024,['TECILI: Xetai metrosunun cixishinda yerleshen.Lepeler MTK-ya mexsus yeni tikili binada 3 otaqli tam eshyali menzil satilir.Ofis haqqi 1 %'],['Ünvan: Süleyman Vəzirov küçəsi'],120 m2,3,6,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1169945-satilir-2-otaqli-61-m2-yeni-tikili-ygunesli.html,['110 000'],10.12.2024,"['TƏCİLİ SATILIR. İPOTEKAYA YARARLI !!!Sizə Yeni Günəşli Şəms MTK da 2 otaqlı ƏLA təmirli BÜTÜN ƏŞYALARI ilə satılan mənzil təqdim edirəm.Əşyalı qiyməti 115.000 AZN (Eloktronika xaric)Mənzil yerləşiminə görə məktəb, bağça, market, aptek, xəstəxana, Xalqlar, Neftçilər, Həzi Aslanov metrolarına maşrut xətləri və sair iaşə obyektləri mövcuddur.Mənzil Günəşlinin mərkəzində yerləşir.Qaz, su, işıq daimidir.Əlavə məlumat üçün əlaqə saxlayın.Xidmət haqqı 1%-dır.']",['Ünvan: Yeni Günəşli D massivi'],61 m2,2,7,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1169881-satilir-3-otaqli-120-m2-yeni-tikili-sah-ismayil-xetai-m.html,['220 000'],10.12.2024,['Təcili satılır !!!Dəniz Mənzərəli Podmayak mənzil satılır.20mərtəbəli binanın 10cu mərtəbəsində qanuni 3otaqlı mənzildir. mənzilin eyvandan baxışı dənizədir. Nargilə dairəsindən yaxın yerdə yerləşir bina. Yerinə görə çox gözəl ərazidədi .Ciddi şəxslər əlaqə saxlasın...'],['Ünvan: 8 Noyabr pr'],120 m2,3,10,20,Təmirsiz,Çıxarış (Kupça)
